Gamma_load,Voltage_V
0.0,1.246237174886843
10.0,1.2306867088936309
20.0,1.2211344174532495
30.0,1.2142205011529035
40.0,1.2087985704144755
50.0,1.204337618030225
60.0,1.2005477421124258
70.0,1.1972531895545244
80.0,1.1943393262217434
90.0,1.1917272164416113
100.0,1.1893601854414333
110.0,1.1871961633447488
120.0,1.18520306242631
130.0,1.1833558480775224
140.0,1.181634612609062
150.0,1.1800232642855237
160.0,1.1785086103412628
170.0,1.1770796995160513
180.0,1.1757273422546766
190.0,1.1744437514422144
200.0,1.173222270708985
210.0,1.1720571657134775
220.0,1.1709434613367595
230.0,1.169876813296679
240.0,1.1688534057653324
250.0,1.1678698691509197
260.0,1.166923212919743
270.0,1.1660107708956733
280.0,1.1651301559685066
290.0,1.1642792222054523
300.0,1.163456034010861
310.0,1.1626588392161354
320.0,1.1618860461073433
330.0,1.1611362052265874
340.0,1.1604079924421746
350.0,1.1597001949919303
360.0,1.1590116993391957
370.0,1.158341480631261
380.0,1.157688593537355
390.0,1.1570521642143272
400.0,1.1564313833233117
410.0,1.1558254997660689
420.0,1.1552338152636095
430.0,1.154655679510269
440.0,1.15409048587018
450.0,1.1535376675591429
460.0,1.1529966942377945
470.0,1.1524670689466603
480.0,1.1519483253582925
490.0,1.1514400252550792
500.0,1.1509417565245088
510.0,1.1504531307683927
520.0,1.1499737817837012
530.0,1.149503363994
540.0,1.1490415506559004
550.0,1.1485880326343065
560.0,1.1481425171660289
570.0,1.1477047267218194
580.0,1.1472743979648674
590.0,1.146851280798313
600.0,1.1464351374920547
610.0,1.1460257418768507
620.0,1.1456228786196039
630.0,1.1452263425256883
640.0,1.1448359379208162
650.0,1.1444514780702055
660.0,1.1440727846423584
670.0,1.1436996872118674
680.0,1.1433320227985395
690.0,1.1429696354396546
700.0,1.1426123757925677
710.0,1.1422601007401831
720.0,1.141912673143604
730.0,1.1415699614015447
740.0,1.1412318391994367
750.0,1.1408981852317102
760.0,1.1405688829403233
770.0,1.1402438202697942
780.0,1.1399228894375106
790.0,1.1396059867181858
800.0,1.1392930122412335
810.0,1.1389838698000798
820.0,1.1386784667549683
830.0,1.1383767137875678
840.0,1.1380785245395584
850.0,1.1377838158197844
860.0,1.1374925073151896
870.0,1.1372045214508584
880.0,1.1369197832528655
890.0,1.1366382203101506
900.0,1.1363597631088436
910.0,1.1360843431756604
920.0,1.1358118950536134
930.0,1.1355423552390371
940.0,1.1352756628866802
950.0,1.1350117581924182
960.0,1.1347505828978373
970.0,1.1344920815576047
980.0,1.1342362007094235
990.0,1.1339828857473793
1000.0,1.133732088701756
2000.0,1.1163780108347123
3000.0,1.1061897057794763
4000.0,1.0989506821985089
5000.0,1.0933313738734356
6000.0,1.0887380121882042
7000.0,1.0848527883097716
8000.0,1.0814866983731968
9000.0,1.078516869672944
10000.0,1.0758598826048018
200000.0,1.0002563069045534
400000.0,0.9827512524741803
600000.0,0.9725162129836977
800000.0,0.9652751406699013
1.0e6,0.9596246223421162
