Voltage,Current,Power
0.1973266259014307,0.0,0.0
0.19486684274852006,239.79927613639344,46.72892783407952
0.1925530501526664,461.1448329607064,88.79484414872587
0.19036486486791357,665.978528239173,126.77891253318212
0.1882858384923973,855.9799785984915,161.16890800312126
0.1863025060540536,1032.6094055342255,192.37772002601275
0.18440370568237235,1197.1423459849773,220.75748482891854
0.18258008179964613,1350.697974372118,246.61054664747766
0.18082371549643902,1494.2623668752954,270.198073104894
0.17912784465961928,1628.7077325030486,291.74690570372684
0.17748664975954911,1754.8083992826764,311.4550637585994
0.17589508612059454,1873.254184917238,329.4962061817817
0.17434875263619298,1984.6616295232284,346.02327951228904
0.1728437868526093,2089.583484295245,361.17152237026
0.17137678041991816,2188.5167649742943,375.0609570763093
0.16994471138781175,2281.909605042648,387.79846924204827
0.1685448874920135,2370.1671339562613,399.4795529299261
0.1671748999248871,2453.656524002128,410.1897838501021
0.16583258593430053,2532.7113246723075,420.0060683954966
0.164515995666014,2607.635242757213,428.99770829599095
0.16322336537202695,2678.705410340983,437.2273119161116
0.16195309481650072,2746.1752279591574,444.7515770763949
0.16070372769988966,2810.276855912213,451.6219666138183
0.1594739350146243,2871.223396232859,457.8852933033079
0.15826250077119194,2929.2108094507844,463.58422798968854
0.1570683091373338,2984.4196272733057,468.7577446120901
0.15589033484673223,3037.016404236985,473.4415041915223
0.15472763330245587,3087.1550565266243,477.66819553407396
0.153579332070456,3134.9780578971986,481.46783618738704
0.15244462398712422,3180.617479718624,484.86803574258033
0.15132276088405058,3224.195930247768,487.894229796212
0.1502130487684833,3265.8273185219223,490.56987826657854
0.14911484147634893,3305.617732931271,492.9166642274544
0.14802753764725982,3343.6659831604798,494.9546422021499
0.1469505759616546,3380.064310809414,496.70239726087647
0.145883432343141,3414.898823755521,498.1771615140103
0.14482561630297447,3448.2500959871627,499.3949453181317
0.14377666850157286,3480.1935436854924,500.3706334517832
0.14273615813299556,3510.7998278342366,501.11807939904116
0.14170368070030603,3540.1352791089294,501.6501992267405
0.1406788559470704,3568.262144028765,501.97903614120725
0.1396613259346686,3595.2389296474853,502.1158359665065
0.13865075558339202,3621.1210060762082,502.07116355135895
0.13764682127680639,3645.959325767294,501.85471169639624
0.13664922973453333,3669.8037661029603,501.47585791485903
0.13565769583283274,3692.7001037860364,500.943187481276
0.1346719489317842,3714.6914657308444,500.26473937023883
0.1336917370363557,3735.819204134269,499.44815865448635
0.1327168209126328,3756.1224186103786,498.50062635663875
0.13174696993737114,3775.6372243365136,497.42876388908206
0.1307819745394861,3794.3993132344567,496.2390343760722
0.1298216223175471,3812.440744464071,494.93724243584273
0.1288657256968593,3829.793570777813,493.529127767449
0.1279140957534991,3846.486994933154,492.0199057844685
0.1269665554271985,3862.548988700092,490.4145402640598
0.12602294019022178,3878.0066279725706,488.7177973342709
0.1250830891051195,3892.8850984582095,486.93409364644015
0.12414685309961054,3907.208920983674,485.067691942848
0.12321408327622557,3921.0004793916937,483.12247959388856
0.12228464645784537,3934.2823117106173,481.1023215528874
0.12135840291690825,3947.0740802134555,479.01060656942957
0.12043523662437956,3959.3970042957403,476.8509151022171
0.1195150227119724,3971.269293452977,474.6263398023911
0.11859765305295292,3982.70994392551,472.3400521402232
0.1176830024862551,3993.7338579251677,469.99459153164867
0.11677097592148544,4004.358883697035,467.59289478917276
0.11586148353526292,4014.602273753047,465.13777524106774
0.11495441046930835,4024.4761657045287,462.6312850763466
0.11404967409427176,4033.9962570720686,460.07595841658156
0.11314718802217627,4043.1764743481253,457.47404874990707
0.11224686783452856,4052.0298858188694,454.8276630550705
0.11134863226987564,4060.5689373438395,452.13879741077886
0.1104523958290682,4068.804361024371,449.4091898349027
0.10955808968558908,4076.7484567702304,446.6407730524198
0.10866564758380015,4084.4129803927644,443.83538151405895
0.10777500095079777,4091.8084218235945,440.9946565525202
0.10688608509224025,4098.945007725216,438.12018488413077
0.10599881635237318,4105.829146777849,435.2130297035263
0.10511317037774016,4112.475786620235,432.2753680333438
0.10422906669579127,4118.890289560475,429.3080907032458
0.10334643578908538,4125.078994254251,426.3122114046018
0.10246524794903779,4131.053867341427,423.28945880797073
0.10158544755571103,4136.822115088981,420.24092601967726
0.10070698837230696,4142.391806451722,417.1678034858732
0.0998298147322139,4147.7688968741095,414.0710005269816
0.09895386815857023,4152.9582992122405,410.9512880082881
0.09807913096825094,4157.970928330504,407.8101752419074
0.09720554969541645,4162.811426417116,404.6483729832364
0.09633309296243914,4167.487485787535,401.4669593881723
0.09546169976414424,4172.001521535514,398.26635666437625
0.09459134192528341,4176.360786266972,395.0475711371247
0.09372199034324535,4180.571945828235,391.81152353615624
0.09285360739650977,4184.639857320492,388.5589064074237
0.09198615600852564,4188.569052339197,385.2903663009557
0.09111959852001769,4192.363569079306,382.00648526445485
0.09025390449273848,4196.028243685015,378.70793235438055
0.08938906939306937,4199.571794754622,375.3958145824978
0.088525020787924,4202.991473236378,372.06990753971763
0.08766177848806272,4206.299312749037,368.7316786086966
0.08679926713398468,4209.4914090054135,365.38076930847444
0.08593750094246391,4212.57826283652,362.0184484327164
0.08507643063710854,4215.559639629082,358.64476727749786
0.08421605320425189,4218.442637870298,355.26058962996973
0.08335631602815756,4221.225899306733,351.8658400888556
0.08249724167720493,4223.920219335218,348.4617671597299
0.08163873489073929,4226.516656789487,345.0474728549307
0.08078087466057443,4229.034863322603,341.6251352292627
0.07992353147128338,4231.459723053919,338.19320434496797
0.07906678521289173,4233.810603282353,334.7537936017894
0.0782105171102089,4236.073691244615,331.3055139091927
